"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Ownership","DKSlateID","DK Ceiling"
"Antonio Gibson","WAS","LV","RB","5700","18.8","4.5","32.4","20388590","26.5"
"Gardner Minshew II","PHI","NYJ","QB","4000","16.9","4.4","7.6","20388546","22.5"
"Jonathan Taylor","IND","HOU","RB","9200","25.3","4.2","24.0","20388558","36.2"
"Eli Mitchell","SF","SEA","RB","6000","19.0","4.2","28.6","20388582","25.8"
"Jamaal Williams","DET","MIN","RB","5400","17.7","4.0","29.1","20388596","23.5"
"Alexander Mattison","MIN","DET","RB","7600","21.6","3.6","21.4","20388568","29.5"
"Foster Moreau","LV","WAS","TE","2700","11.8","3.4","35.0","20389304","17.8"
"James Conner","ARI","CHI","RB","5900","17.9","3.2","27.1","20388586","25.3"
"Leonard Fournette","TB","ATL","RB","7300","20.7","3.2","18.7","20388570","28.8"
"Darrell Henderson Jr.","LA","JAX","RB","6100","17.7","2.6","12.2","20388580","25.8"
"Taylor Heinicke","WAS","LV","QB","5600","19.8","2.4","9.1","20388496","26.3"
"Cooper Kupp","LA","JAX","WR","9000","23.1","2.3","23.9","20388828","35.1"
"Miles Sanders","PHI","NYJ","RB","5200","15.6","2.3","7.8","20388600","21.9"
"Tom Brady","TB","ATL","QB","7200","24.5","2.3","16.9","20388487","34.9"
"DeVante Parker","MIA","NYG","WR","3900","12.7","2.0","12.2","20388930","18.7"
"Chris Godwin","TB","ATL","WR","6600","18.0","1.9","24.0","20388848","28.5"
"David Montgomery","CHI","ARI","RB","5600","15.7","1.6","17.8","20388592","20.4"
"Tua Tagovailoa","MIA","NYG","QB","5500","18.7","1.6","6.8","20388498","25.9"
"Lamar Jackson","BAL","PIT","QB","7800","25.6","1.5","9.7","20388484","34.8"
"Justin Herbert","LAC","CIN","QB","6700","22.2","1.5","12.0","20388489","30.1"
"Brandon Aiyuk","SF","SEA","WR","5600","15.6","1.5","18.6","20388876","23.1"
"Rob Gronkowski","TB","ATL","TE","5300","14.9","1.4","10.2","20389258","23.0"
"Joe Mixon","CIN","LAC","RB","8100","20.3","1.3","13.3","20388562","29.2"
"Dolphins ","MIA","NYG","DST","3300","8.9","1.3","19.6","20389514","14.4"
"Derek Carr","LV","WAS","QB","6000","19.8","1.2","8.0","20388494","27.4"
"Diontae Johnson","PIT","BAL","WR","6800","17.7","1.2","13.3","20388842","23.3"
"Dallas Goedert","PHI","NYJ","TE","4500","13.0","1.1","4.2","20389264","18.8"
"Hunter Renfrow","LV","WAS","WR","5800","15.5","1.0","19.6","20388864","22.9"
"Keenan Allen","LAC","CIN","WR","7500","18.8","1.0","10.7","20388834","26.3"
"Mike Glennon","NYG","MIA","QB","4000","13.4","0.9","1.0","20388551","18.0"
"Pat Freiermuth","PIT","BAL","TE","4200","12.2","0.8","3.4","20389266","16.1"
"Josh Reynolds","DET","MIN","WR","3400","10.5","0.7","15.3","20388960","14.8"
"Josh Jacobs","LV","WAS","RB","6000","15.6","0.7","11.1","20388584","22.9"
"Austin Ekeler","LAC","CIN","RB","8300","20.1","0.7","6.6","20388560","26.4"
"Trevor Lawrence","JAX","LA","QB","5100","16.4","0.6","0.9","20388506","24.2"
"Myles Gaskin","MIA","NYG","RB","5800","15.1","0.6","8.0","20388588","21.1"
"Ben Roethlisberger","PIT","BAL","QB","5000","16.2","0.6","1.4","20388507","20.5"
"Matt Ryan","ATL","TB","QB","5600","17.9","0.5","2.2","20388497","23.4"
"Kyle Pitts","ATL","TB","TE","5600","14.6","0.5","7.4","20389254","20.6"
"Michael Pittman Jr.","IND","HOU","WR","5700","14.7","0.4","13.9","20388868","22.7"
"Marquise Brown","BAL","PIT","WR","6500","16.2","0.3","4.5","20388852","23.6"
"Kirk Cousins","MIN","DET","QB","6500","20.4","0.3","6.0","20388490","26.6"
"George Kittle","SF","SEA","TE","5900","15.0","0.3","9.4","20389252","23.0"
"Cardinals ","ARI","CHI","DST","3400","8.1","0.3","7.5","20389513","13.3"
"Cordarrelle Patterson","ATL","TB","RB","7000","17.0","0.2","5.8","20388572","22.6"
"Darnell Mooney","CHI","ARI","WR","5600","14.2","0.2","14.4","20388872","18.3"
"Raiders ","LV","WAS","DST","2800","6.7","0.2","6.7","20389520","11.4"
"Tee Higgins","CIN","LAC","WR","5800","14.6","0.1","13.0","20388866","21.7"
"Joe Burrow","CIN","LAC","QB","6300","19.5","0.0","9.0","20388492","27.1"
"Carson Wentz","IND","HOU","QB","6100","18.9","0.0","3.3","20388493","26.8"
"Marvin Jones Jr.","JAX","LA","WR","4700","12.3","0.0","6.0","20388906","16.5"
"Evan Engram","NYG","MIA","TE","3500","10.0","0.0","3.0","20389280","12.5"
"Vikings ","MIN","DET","DST","3200","7.3","0.0","7.3","20389515","12.2"
"Ja'Marr Chase","CIN","LAC","WR","7000","16.8","-0.1","6.7","20388840","25.6"
"Laviska Shenault Jr.","JAX","LA","WR","4400","11.7","-0.1","7.7","20388920","15.5"
"Saquon Barkley","NYG","MIA","RB","6300","15.3","-0.1","8.9","20388576","19.6"
"Eagles ","PHI","NYJ","DST","3600","8.0","-0.1","9.5","20389510","13.2"
"Cole Kmet","CHI","ARI","TE","3600","10.0","-0.2","6.1","20389278","12.6"
"T.J. Hockenson","DET","MIN","TE","5200","13.1","-0.2","3.5","20389260","18.5"
"James O'Shaughnessy","JAX","LA","TE","2600","8.0","-0.2","8.0","20389318","10.3"
