"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Ownership","DKSlateID","DK Ceiling"
"Davante Adams","GB","CIN","WR","8200","23.8","4.6","28.1","19525416","34.1"
"Derrick Henry","TEN","JAX","RB","9000","24.8","4.0","25.3","19525132","33.6"
"Daniel Jones","NYG","DAL","QB","6000","21.6","3.0","11.0","19525062","29.3"
"Trey Lance","SF","ARI","QB","5700","20.5","2.8","13.6","19525066","30.1"
"Derek Carr","LV","CHI","QB","6100","21.4","2.5","5.2","19525060","29.3"
"Jakobi Meyers","NE","HOU","WR","5600","16.6","2.5","14.0","19525466","25.1"
"CeeDee Lamb","DAL","NYG","WR","6200","17.6","2.3","23.4","19525444","27.4"
"Dak Prescott","DAL","NYG","QB","6900","23.4","2.1","12.1","19525055","34.4"
"Saquon Barkley","NYG","DAL","RB","7300","19.6","2.1","15.6","19525144","27.3"
"D'Andre Swift","DET","MIN","RB","6100","17.1","2.0","18.7","19525156","23.1"
"Keenan Allen","LAC","CLE","WR","6500","17.7","1.9","18.0","19525436","24.8"
"Leonard Fournette","TB","MIA","RB","5200","15.2","1.9","24.0","19525188","21.5"
"Justin Herbert","LAC","CLE","QB","6800","22.9","1.8","8.0","19525056","30.3"
"Najee Harris","PIT","DEN","RB","6900","18.5","1.8","17.9","19525148","23.1"
"Tee Higgins","CIN","GB","WR","5000","14.4","1.5","15.5","19525488","21.0"
"Damien Williams","CHI","LV","RB","5600","15.5","1.4","18.2","19525176","20.7"
"Tyler Boyd","CIN","GB","WR","5300","14.9","1.4","12.0","19525476","21.8"
"Brandin Cooks","HOU","NE","WR","6100","16.4","1.4","9.3","19525446","21.5"
"Chase Edmonds","ARI","SF","RB","5900","16.0","1.3","4.2","19525164","22.0"
"DJ Moore","CAR","PHI","WR","7500","19.2","1.3","18.1","19525422","28.1"
"Mac Jones","NE","HOU","QB","5300","17.8","1.3","2.9","19525072","24.4"
"Robby Anderson","CAR","PHI","WR","5000","14.1","1.2","6.7","19525484","21.1"
"Chris Godwin","TB","MIA","WR","6300","16.7","1.2","15.1","19525442","26.2"
"Antonio Brown","TB","MIA","WR","5200","14.5","1.2","15.9","19525478","22.0"
"Amari Cooper","DAL","NYG","WR","6100","16.2","1.1","15.4","19525448","25.6"
"Jared Goff","DET","MIN","QB","5300","17.5","1.0","2.5","19525071","22.0"
"Laviska Shenault Jr.","JAX","TEN","WR","4800","13.5","1.0","16.2","19525502","19.1"
"Jalen Hurts","PHI","CAR","QB","7000","22.6","1.0","6.6","19525054","30.6"
"Marvin Jones Jr.","JAX","TEN","WR","5700","15.1","0.8","7.5","19525462","21.2"
"Evan Engram","NYG","DAL","TE","3200","10.1","0.8","19.0","19525910","14.6"
"Tom Brady","TB","MIA","QB","7400","23.6","0.8","9.3","19525052","33.3"
"Austin Ekeler","LAC","CLE","RB","7600","18.7","0.7","11.2","19525142","24.8"
