"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Ownership","DKSlateID","DK Ceiling"
"Derrick Henry","TEN","JAX","RB","9000","25.7","4.9","22.7","19525132","34.8"
"Davante Adams","GB","CIN","WR","8200","23.4","4.2","26.8","19525416","33.4"
"Leonard Fournette","TB","MIA","RB","5200","16.7","3.4","28.6","19525188","23.3"
"Daniel Jones","NYG","DAL","QB","6000","21.9","3.3","14.7","19525062","29.7"
"Trey Lance","SF","ARI","QB","5700","21.0","3.3","9.1","19525066","30.6"
"Derek Carr","LV","CHI","QB","6100","21.8","2.9","7.0","19525060","29.7"
"Jakobi Meyers","NE","HOU","WR","5600","16.9","2.8","18.4","19525466","25.6"
"CeeDee Lamb","DAL","NYG","WR","6200","17.6","2.3","20.9","19525444","27.3"
"Brandin Cooks","HOU","NE","WR","6100","17.3","2.2","13.1","19525446","22.8"
"Keenan Allen","LAC","CLE","WR","6500","18.1","2.2","18.8","19525436","25.2"
"D'Andre Swift","DET","MIN","RB","6100","17.1","2.1","19.6","19525156","23.3"
"Najee Harris","PIT","DEN","RB","6900","18.8","2.1","23.6","19525148","23.7"
"Dak Prescott","DAL","NYG","QB","6900","23.3","2.0","14.8","19525055","34.4"
"Justin Herbert","LAC","CLE","QB","6800","22.8","1.7","5.3","19525056","30.5"
"Mac Jones","NE","HOU","QB","5300","18.2","1.7","3.1","19525072","24.8"
"Damien Williams","CHI","LV","RB","5600","15.7","1.6","16.3","19525176","20.9"
"Antonio Brown","TB","MIA","WR","5200","14.9","1.6","15.5","19525478","22.4"
"Saquon Barkley","NYG","DAL","RB","7300","18.9","1.5","14.7","19525144","26.0"
"Tyler Boyd","CIN","GB","WR","5300","14.9","1.4","10.5","19525476","21.6"
"Tee Higgins","CIN","GB","WR","5000","14.3","1.4","10.1","19525488","20.7"
"Chris Godwin","TB","MIA","WR","6300","16.9","1.4","16.0","19525442","26.4"
"DJ Moore","CAR","PHI","WR","7500","19.2","1.3","16.7","19525422","28.1"
"Laviska Shenault Jr.","JAX","TEN","WR","4800","13.8","1.2","13.6","19525502","19.6"
"Amari Cooper","DAL","NYG","WR","6100","16.2","1.1","20.1","19525448","25.4"
"Marvin Jones Jr.","JAX","TEN","WR","5700","15.4","1.1","8.7","19525462","21.9"
"Chase Edmonds","ARI","SF","RB","5900","15.7","1.0","8.5","19525164","21.9"
"Ja'Marr Chase","CIN","GB","WR","5800","15.5","1.0","14.1","19525460","22.6"
"Jared Goff","DET","MIN","QB","5300","17.5","1.0","2.7","19525071","22.3"
"Trevor Lawrence","JAX","TEN","QB","5800","18.8","0.9","1.7","19525064","27.7"
