"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Ownership","DKSlateID","DK Ceiling"
"Alexander Mattison","MIN","DET","RB","5500","23.0","9.1","35.0","19525180","32.7"
"Davante Adams","GB","CIN","WR","8200","23.8","4.5","28.8","19525416","34.0"
"Derrick Henry","TEN","JAX","RB","9000","24.8","4.0","24.2","19525132","33.7"
"Daniel Jones","NYG","DAL","QB","6000","21.5","2.9","11.0","19525062","29.2"
"Trey Lance","SF","ARI","QB","5700","20.5","2.8","13.6","19525066","30.0"
"Derek Carr","LV","CHI","QB","6100","21.4","2.5","5.2","19525060","29.3"
"Jakobi Meyers","NE","HOU","WR","5600","16.5","2.4","14.0","19525466","24.9"
"CeeDee Lamb","DAL","NYG","WR","6200","17.6","2.3","22.1","19525444","27.4"
"Dak Prescott","DAL","NYG","QB","6900","23.4","2.1","12.1","19525055","34.4"
"Saquon Barkley","NYG","DAL","RB","7300","19.6","2.1","13.7","19525144","27.3"
"D'Andre Swift","DET","MIN","RB","6100","17.1","2.0","17.7","19525156","23.2"
"Keenan Allen","LAC","CLE","WR","6500","17.7","1.9","19.4","19525436","24.8"
"Najee Harris","PIT","DEN","RB","6900","18.6","1.9","17.0","19525148","23.2"
"Leonard Fournette","TB","MIA","RB","5200","15.2","1.9","21.0","19525188","21.5"
"Justin Herbert","LAC","CLE","QB","6800","22.9","1.8","8.0","19525056","30.3"
"Jaylen Waddle","MIA","TB","WR","4800","14.3","1.8","21.0","19525500","18.9"
"Brandin Cooks","HOU","NE","WR","6100","16.7","1.6","9.3","19525446","21.9"
"Tee Higgins","CIN","GB","WR","5000","14.4","1.5","15.5","19525488","20.9"
"Damien Williams","CHI","LV","RB","5600","15.5","1.4","16.7","19525176","20.7"
"Tyler Boyd","CIN","GB","WR","5300","14.9","1.4","11.5","19525476","21.8"
"Chase Edmonds","ARI","SF","RB","5900","16.0","1.3","4.2","19525164","22.1"
"DJ Moore","CAR","PHI","WR","7500","19.2","1.3","19.3","19525422","28.1"
"Robby Anderson","CAR","PHI","WR","5000","14.1","1.2","5.2","19525484","21.1"
"Mac Jones","NE","HOU","QB","5300","17.7","1.2","2.4","19525072","24.1"
"Chris Godwin","TB","MIA","WR","6300","16.7","1.2","15.1","19525442","26.2"
"Antonio Brown","TB","MIA","WR","5200","14.5","1.2","14.4","19525478","22.0"
"Amari Cooper","DAL","NYG","WR","6100","16.2","1.1","16.6","19525448","25.6"
"Mike Gesicki","MIA","TB","TE","4200","12.4","1.1","8.0","19525894","16.2"
"Jared Goff","DET","MIN","QB","5300","17.5","1.0","3.0","19525071","22.1"
"Laviska Shenault Jr.","JAX","TEN","WR","4800","13.5","1.0","13.0","19525502","19.2"
"Jalen Hurts","PHI","CAR","QB","7000","22.6","1.0","6.6","19525054","30.6"
"A.J. Brown","TEN","JAX","WR","6500","16.9","1.0","15.0","19525438","25.9"
"Marvin Jones Jr.","JAX","TEN","WR","5700","15.1","0.8","7.4","19525462","21.3"
"Kadarius Toney","NYG","DAL","WR","4000","11.8","0.8","12.1","19525538","17.0"
"Tom Brady","TB","MIA","QB","7400","23.6","0.8","9.3","19525052","33.3"
"Austin Ekeler","LAC","CLE","RB","7600","18.7","0.7","9.0","19525142","24.8"
"Alvin Kamara","NO","WAS","RB","8600","20.7","0.7","10.7","19525136","27.7"
"Trevor Lawrence","JAX","TEN","QB","5800","18.6","0.6","1.8","19525064","27.5"
"Eagles ","PHI","CAR","DST","2200","6.0","0.6","19.6","19526166","10.4"
"Ja'Marr Chase","CIN","GB","WR","5800","15.0","0.5","11.5","19525460","22.0"
"Jacoby Brissett","MIA","TB","QB","5200","16.7","0.5","0.9","19525073","24.9"
"Raiders ","LV","CHI","DST","2900","7.3","0.5","11.5","19526155","12.2"
"Justin Fields","CHI","LV","QB","5200","16.5","0.4","2.7","19525075","25.2"
"Josh Jacobs","LV","CHI","RB","5900","15.1","0.4","4.8","19525166","21.8"
"Adam Thielen","MIN","DET","WR","6600","16.5","0.4","6.5","19525434","25.3"
"Vikings ","MIN","DET","DST","3000","7.3","0.4","10.0","19526153","12.3"
"Kirk Cousins","MIN","DET","QB","6500","20.4","0.3","6.0","19525058","27.2"
"Evan Engram","NYG","DAL","TE","3200","9.7","0.3","18.2","19525910","14.1"
"WAS Football Team ","WAS","NO","DST","2300","5.9","0.3","15.0","19526165","10.3"
"Curtis Samuel","WAS","NO","WR","3000","9.2","0.2","10.3","19525772","12.7"
"Kyler Murray","ARI","SF","QB","8000","24.8","0.1","10.0","19525051","34.6"
